"","Name","Class","Role","Tier","Score","Trend","Win..","Role..","Pick..","Ban..","KDA","Patch"
"2017","Yorick","Fighter","TOP","B",45.66,"-1.37",0.5073,0.9058,0.0238,0.0326,1.43,"13_9"
"2018","Yuumi","Support","SUPPORT","God",64.05,"0.47",0.4928,0.9884,0.0969,0.0829,4.35,"13_9"
"2019","Zac","Tank","JUNGLE","A",50.76,"-4.07",0.4981,0.5764,0.0309,0.0227,3.42,"13_9"
"2020","Zac","Tank","TOP","A",50.03,"-4.26",0.5142,0.2477,0.0155,0.0219,2.6,"13_9"
"2021","Zac","Tank","SUPPORT","B",46.04,"-2.59",0.4995,0.1353,0.0085,0.0226,2.46,"13_9"
"2022","Zed","Assassin","MID","God",72.71,"-3.61",0.4924,0.82,0.0874,0.3488,2.22,"13_9"
"2023","Zed","Assassin","JUNGLE","D",34.4,"-3.01",0.4484,0.1183,0.012,0.339,2.47,"13_9"
"2024","Zeri","Marksman","ADC","A",52.84,"0.36",0.5095,0.9747,0.0892,0.0486,2.53,"13_9"
"2025","Ziggs","Mage","ADC","C",42.98,"-2.5",0.5099,0.4307,0.0061,0.001,2.54,"13_9"
"2026","Ziggs","Mage","MID","C",41.83,"1.96",0.4933,0.4056,0.0069,0.001,2.38,"13_9"
"2027","Ziggs","Mage","SUPPORT","C",41.28,"-4.84",0.482,0.1557,0.0027,0.001,2.08,"13_9"
"2028","Zilean","Support","SUPPORT","A",52.54,"1.75",0.5235,0.8101,0.0169,0.0026,2.99,"13_9"
"2029","Zilean","Support","MID","B",47.62,"-2.96",0.5092,0.1377,0.0031,0.0026,3.15,"13_9"
"2030","Zoe","Mage","MID","S",56.45,"0.09",0.5126,0.8937,0.0453,0.0418,2.64,"13_9"
"2031","Zoe","Mage","SUPPORT","C",43.12,"999NEW",0.4916,0.1141,0.0042,0.0331,2.13,"13_9"
"2032","Zyra","Mage","SUPPORT","B",47.35,"-2.05",0.5077,0.8978,0.0194,0.005,2.05,"13_9"
"2033","Aatrox","Fighter","TOP","A",53.5,"-6.2",0.4573,0.8934,0.0596,0.0278,1.69,"13_10"
"2034","Ahri","Mage","MID","God",88.34,"-4.02",0.5089,0.9665,0.1739,0.1455,2.52,"13_10"
"2035","Akali","Assassin","MID","B",48.36,"0.09",0.4754,0.7884,0.0422,0.0306,2.21,"13_10"
"2036","Akali","Assassin","TOP","C",42.55,"-0.54",0.4937,0.2194,0.0125,0.0322,2.1,"13_10"
"2037","Akshan","Marksman","MID","S",59.2,"0.07",0.5142,0.7722,0.0564,0.1859,2.17,"13_10"
"2038","Akshan","Marksman","TOP","C",43.48,"-4.35",0.4967,0.1858,0.0133,0.1859,1.89,"13_10"
"2039","Alistar","Tank","SUPPORT","A",52.34,"2.37",0.5226,0.9462,0.0299,0.0069,2.53,"13_10"
"2040","Amumu","Tank","JUNGLE","S",54.8,"1.19",0.5183,0.5506,0.0484,0.0374,2.68,"13_10"
"2041","Amumu","Tank","SUPPORT","A",50.38,"-3.17",0.5177,0.4512,0.0303,0.034,2.13,"13_10"
"2042","Anivia","Mage","MID","S",53.93,"1.96",0.5375,0.6966,0.0188,0.0242,2.76,"13_10"
"2043","Anivia","Mage","SUPPORT","C",40.2,"3.15",0.4772,0.2213,0.0041,0.0242,2.15,"13_10"
"2044","Annie","Mage","MID","S",56.38,"2.12",0.5155,0.8164,0.052,0.0272,2.32,"13_10"
"2045","Annie","Mage","SUPPORT","B",44.85,"-0.36",0.4974,0.1644,0.0093,0.0272,2.34,"13_10"
"2046","Aphelios","Marksman","ADC","God",83.93,"17.29",0.5074,0.9778,0.2464,0.0941,2.07,"13_10"
"2047","Ashe","Marksman","ADC","B",44.82,"-1.87",0.5116,0.6575,0.0504,0.0102,2.34,"13_10"
"2048","Ashe","Marksman","SUPPORT","D",38.56,"-4.09",0.4588,0.3002,0.0181,0.009,1.98,"13_10"
"2049","Aurelion Sol","Mage","MID","A",51.62,"-6.48",0.4992,0.8608,0.039,0.025,2.41,"13_10"
"2050","Azir","Mage","MID","B",44.3,"0.23",0.4903,0.8453,0.0189,0.0044,2.03,"13_10"
"2051","Azir","Mage","TOP","C",43.87,"999NEW",0.5315,0.1049,0.0021,0.0036,1.87,"13_10"
"2052","Bard","Support","SUPPORT","B",44.81,"-3.19",0.4829,0.9534,0.0159,0.0013,2.77,"13_10"
"2053","Bel'Veth","Fighter","JUNGLE","B",44.08,"-8.36",0.4778,0.8062,0.0318,0.0152,2.39,"13_10"
"2054","Blitzcrank","Tank","SUPPORT","God",90.39,"-0.62",0.5006,0.9742,0.1312,0.6137,2.31,"13_10"
"2055","Brand","Mage","SUPPORT","B",44.36,"-1.95",0.501,0.6712,0.0156,0.0065,1.77,"13_10"
"2056","Brand","Mage","MID","D",38.11,"-0.54",0.4675,0.231,0.0057,0.0065,1.97,"13_10"
"2057","Braum","Support","SUPPORT","A",51.71,"1.88",0.5166,0.985,0.0264,0.0036,2.78,"13_10"
"2058","Caitlyn","Marksman","ADC","C",41.95,"-0.53",0.4774,0.9284,0.0684,0.0279,2.15,"13_10"
"2059","Camille","Fighter","TOP","B",47.31,"-4.25",0.4843,0.9071,0.0321,0.0086,1.83,"13_10"
"2060","Cassiopeia","Mage","TOP","A",50.41,"2.97",0.5423,0.2791,0.0125,0.0421,1.85,"13_10"
"2061","Cassiopeia","Mage","MID","B",47.87,"-6.17",0.5013,0.6613,0.0273,0.0421,2.04,"13_10"
"2062","Cho'Gath","Tank","TOP","B",48.12,"4.44",0.5283,0.6066,0.0119,0.0013,1.99,"13_10"
"2063","Cho'Gath","Tank","MID","B",44.59,"3.53",0.5066,0.2228,0.0053,0.0015,2.26,"13_10"
"2064","Corki","Marksman","MID","D",36.15,"-3.2",0.4531,0.8504,0.0043,5e-04,2.04,"13_10"
"2065","Darius","Fighter","TOP","God",67.14,"-7.66",0.4941,0.9366,0.0627,0.1606,1.74,"13_10"
"2066","Diana","Fighter","MID","B",45.78,"-0.22",0.5094,0.3125,0.0114,0.0028,2.14,"13_10"
"2067","Diana","Fighter","JUNGLE","B",44.68,"1.35",0.4884,0.6785,0.0223,0.0026,2.43,"13_10"
"2068","Dr. Mundo","Marksman","TOP","A",49.25,"-0.05",0.5165,0.8587,0.0205,0.0051,1.95,"13_10"
"2069","Dr. Mundo","Marksman","JUNGLE","B",44.39,"4.73",0.5004,0.11,0.0029,0.0063,2.51,"13_10"
"2070","Draven","Fighter","ADC","B",44.76,"2.96",0.5114,0.9374,0.048,0.0858,2.25,"13_10"
"2071","Ekko","Assassin","JUNGLE","A",49.64,"-4.02",0.4942,0.6557,0.0412,0.0156,2.72,"13_10"
"2072","Ekko","Assassin","MID","B",44.31,"-5.63",0.4844,0.3124,0.0181,0.0148,2.25,"13_10"
"2073","Elise","Mage","JUNGLE","S",56.41,"-1.32",0.5163,0.98,0.0465,0.1763,2.89,"13_10"
"2074","Evelynn","Assassin","JUNGLE","A",53.46,"1.44",0.5153,0.9857,0.0307,0.0226,3.1,"13_10"
"2075","Ezreal","Marksman","ADC","God",85.77,"-5.29",0.4924,0.9495,0.2338,0.1808,2.46,"13_10"
"2076","Fiddlesticks","Mage","JUNGLE","A",50.33,"2.48",0.5107,0.6366,0.0229,0.0142,2.82,"13_10"
"2077","Fiddlesticks","Mage","SUPPORT","C",43.82,"-2.62",0.4985,0.2237,0.0073,0.0143,2.06,"13_10"
"2078","Fiora","Fighter","TOP","God",67.88,"2.8",0.5112,0.9815,0.0605,0.1527,1.63,"13_10"
"2079","Fizz","Assassin","MID","A",49.78,"-3.94",0.5001,0.9417,0.0295,0.0189,2.44,"13_10"
"2080","Galio","Tank","MID","A",49.52,"1.86",0.4987,0.8242,0.0259,0.0038,2.63,"13_10"
"2081","Galio","Tank","SUPPORT","B",44.55,"-3.52",0.5028,0.1247,0.0033,0.0038,2.24,"13_10"
"2082","Gangplank","Fighter","TOP","A",52.02,"2.08",0.493,0.8765,0.0362,0.0378,1.96,"13_10"
"2083","Gangplank","Fighter","MID","D",37.85,"0.75",0.4607,0.1103,0.0048,0.0413,2.16,"13_10"
"2084","Garen","Fighter","TOP","S",54.87,"1.42",0.5009,0.8196,0.0396,0.0152,2,"13_10"
"2085","Garen","Fighter","MID","C",43.07,"-5.35",0.4951,0.1139,0.0048,0.0152,2.29,"13_10"
"2086","Gnar","Fighter","TOP","B",47.53,"0.8",0.5001,0.9633,0.0261,0.0044,1.79,"13_10"
"2087","Gragas","Fighter","TOP","God",63,"7.1",0.5012,0.4539,0.055,0.0309,2.18,"13_10"
"2088","Gragas","Fighter","JUNGLE","A",51.32,"-4.22",0.4943,0.4071,0.0447,0.0309,2.96,"13_10"
"2089","Gragas","Fighter","MID","B",47.68,"2.61",0.5131,0.1049,0.0122,0.0309,2.4,"13_10"
"2090","Graves","Marksman","JUNGLE","God",63.67,"13.54",0.5063,0.9239,0.1209,0.0555,2.72,"13_10"
"2091","Gwen","Fighter","TOP","A",53.68,"3.48",0.51,0.93,0.0376,0.0135,1.67,"13_10"
"2092","Hecarim","Fighter","JUNGLE","A",49.31,"2",0.4933,0.9827,0.0412,0.0103,2.69,"13_10"
"2093","Heimerdinger","Mage","SUPPORT","B",45.65,"0.28",0.5061,0.5711,0.0158,0.026,1.89,"13_10"
"2094","Heimerdinger","Mage","MID","C",43.21,"-3.54",0.5109,0.1269,0.0038,0.0258,1.87,"13_10"
"2095","Heimerdinger","Mage","TOP","D",37.12,"0.63",0.4919,0.2627,0.0081,0.0258,1.58,"13_10"
"2096","Illaoi","Fighter","TOP","S",59.29,"-0.42",0.509,0.9386,0.0496,0.0908,1.41,"13_10"
"2097","Irelia","Fighter","TOP","S",56.49,"-1.54",0.5033,0.4226,0.0404,0.1863,1.52,"13_10"
"2098","Irelia","Fighter","MID","A",52.41,"-2.96",0.4859,0.5605,0.0542,0.1863,1.65,"13_10"
"2099","Ivern","Support","MID","S",60.01,"999NEW",0.5957,0.1298,7e-04,0.0021,3.24,"13_10"
"2100","Ivern","Support","JUNGLE","C",39.77,"4.9",0.4468,0.7875,0.0066,0.0022,3.41,"13_10"
"2101","Ivern","Support","SUPPORT","D",28.56,"-11.2",0.4021,0.1571,8e-04,0.0025,2.44,"13_10"
"2102","Janna","Support","SUPPORT","S",55.4,"5.44",0.5354,0.9825,0.0252,0.0017,3.02,"13_10"
"2103","Jarvan IV","Tank","JUNGLE","S",56.7,"0.83",0.5159,0.8957,0.0481,0.022,3.25,"13_10"
"2104","Jax","Fighter","TOP","God",74.17,"0.79",0.5026,0.8322,0.0801,0.1117,1.63,"13_10"
"2105","Jax","Fighter","JUNGLE","B",48.44,"1.59",0.5215,0.1332,0.0116,0.1088,2.3,"13_10"
"2106","Jayce","Fighter","TOP","God",78.22,"-9.26",0.5014,0.7827,0.0849,0.1385,1.7,"13_10"
"2107","Jayce","Fighter","MID","A",50.18,"4.16",0.5166,0.205,0.0246,0.1385,2.07,"13_10"
"2108","Jhin","Marksman","ADC","God",70.18,"17.1",0.5147,0.9649,0.161,0.0318,2.96,"13_10"
"2109","Jinx","Marksman","ADC","God",82.47,"6.62",0.4912,0.9882,0.2381,0.1294,2.29,"13_10"
"2110","K'Sante","Fighter","TOP","God",88.37,"-0.99",0.4791,0.7616,0.118,0.0938,1.83,"13_10"
"2111","K'Sante","Fighter","MID","B",46.96,"4.66",0.4741,0.211,0.0362,0.0976,2.06,"13_10"
"2112","Kai'Sa","Marksman","ADC","S",60.08,"3.75",0.4958,0.9439,0.1407,0.0134,2.49,"13_10"
"2113","Kalista","Marksman","TOP","D",29.71,"-1.64",0.4733,0.183,0.0037,0.0057,1.26,"13_10"
"2114","Kalista","Marksman","ADC","D",27.04,"-12.75",0.4509,0.7799,0.0164,0.0056,2.05,"13_10"
"2115","Karma","Mage","SUPPORT","A",53.42,"-0.83",0.4852,0.909,0.0799,0.037,2.52,"13_10"
"2116","Karthus","Mage","JUNGLE","A",50.77,"-5",0.507,0.8334,0.0393,0.1098,2.38,"13_10"
"2117","Kassadin","Assassin","MID","B",44.08,"5.97",0.4895,0.9253,0.0088,0.0058,2.5,"13_10"
"2118","Katarina","Assassin","MID","A",52.51,"-5.28",0.4736,0.9575,0.0606,0.0709,2.17,"13_10"
"2119","Kayle","Fighter","TOP","God",71.98,"11.19",0.5095,0.9311,0.074,0.0945,1.67,"13_10"
"2120","Kayn","Fighter","JUNGLE","A",50.77,"0.3",0.4972,0.9371,0.0548,0.023,2.41,"13_10"
"2121","Kennen","Mage","TOP","S",53.75,"-2.22",0.5005,0.8326,0.0371,0.0478,1.89,"13_10"
"2122","Kennen","Mage","MID","C",43.99,"-4.5",0.5057,0.1486,0.0056,0.0372,2.12,"13_10"
"2123","Kha'Zix","Assassin","JUNGLE","God",93.49,"-1.62",0.5041,0.986,0.1618,0.5076,2.63,"13_10"
"2124","Kindred","Marksman","JUNGLE","S",54.02,"-4.02",0.5001,0.9574,0.0733,0.0653,2.31,"13_10"
"2125","Kled","Fighter","TOP","B",48.54,"1.72",0.5215,0.8082,0.0136,0.0049,2.16,"13_10"
"2126","Kled","Fighter","MID","B",48.16,"-3.32",0.526,0.1724,0.0022,0.0049,2.62,"13_10"
"2127","Kog'Maw","Marksman","ADC","S",59.65,"14.64",0.5077,0.9537,0.0991,0.2645,2.23,"13_10"
"2128","LeBlanc","Assassin","MID","S",58.39,"-14.06",0.4723,0.8731,0.0627,0.2512,2.64,"13_10"
"2129","LeBlanc","Assassin","SUPPORT","B",46.46,"999NEW",0.5035,0.1076,0.008,0.2314,2.49,"13_10"
"2130","Lee Sin","Fighter","JUNGLE","God",67.81,"-20.42",0.483,0.9228,0.1607,0.1386,2.75,"13_10"
"2131","Leona","Tank","SUPPORT","A",51.35,"-1.91",0.505,0.9857,0.0471,0.0391,2.32,"13_10"
"2132","Lillia","Fighter","JUNGLE","B",48.18,"-1.58",0.5007,0.8526,0.0193,0.0047,2.84,"13_10"
"2133","Lillia","Fighter","TOP","D",33.31,"0.88",0.479,0.1288,0.0033,0.0055,1.71,"13_10"
"2134","Lissandra","Mage","MID","A",50.5,"-0.62",0.4924,0.9329,0.0402,0.0098,2.33,"13_10"
"2135","Lucian","Marksman","ADC","S",59.55,"8.22",0.5195,0.9065,0.1142,0.0603,2.4,"13_10"
"2136","Lulu","Support","SUPPORT","S",58.48,"4.32",0.4752,0.9659,0.122,0.032,2.79,"13_10"
"2137","Lux","Mage","SUPPORT","S",56.85,"-2",0.4882,0.7881,0.0969,0.0802,2.26,"13_10"
"2138","Lux","Mage","MID","B",47.64,"-2.32",0.4841,0.1866,0.0247,0.0895,2.54,"13_10"
"2139","Malphite","Tank","TOP","God",72.02,"-11.07",0.4921,0.7604,0.0681,0.1567,2.29,"13_10"
"2140","Malphite","Tank","MID","A",50.06,"0.42",0.5225,0.1411,0.0137,0.1634,2.47,"13_10"
"2141","Malzahar","Mage","MID","B",47.16,"-3.09",0.5042,0.8142,0.0192,0.0079,2.23,"13_10"
"2142","Malzahar","Mage","TOP","D",30,"-10.67",0.4549,0.1534,0.0033,0.0066,1.92,"13_10"
"2143","Maokai","Tank","TOP","S",57.64,"5.9",0.5328,0.2303,0.0251,0.0198,2.48,"13_10"
"2144","Maokai","Tank","JUNGLE","S",56.91,"8.99",0.5184,0.5295,0.0535,0.0198,3.03,"13_10"
"2145","Maokai","Tank","SUPPORT","A",51.38,"4.12",0.5285,0.2306,0.0217,0.0198,2.28,"13_10"
"2146","Master Yi","Assassin","JUNGLE","S",58.21,"-3.83",0.4987,0.8814,0.0993,0.1142,2.13,"13_10"
"2147","Milio","Support","SUPPORT","God",82.02,"14.69",0.5176,0.995,0.1576,0.257,3.54,"13_10"
"2148","Miss Fortune","Marksman","ADC","C",42.23,"-2.38",0.4977,0.7961,0.0514,0.0144,2.22,"13_10"
"2149","Miss Fortune","Marksman","SUPPORT","D",38.7,"2.48",0.4633,0.1914,0.016,0.0152,1.88,"13_10"
"2150","Mordekaiser","Fighter","TOP","A",51.89,"-3.04",0.5024,0.8743,0.0345,0.0202,1.8,"13_10"
"2151","Morgana","Mage","SUPPORT","A",50.76,"0.16",0.5032,0.8716,0.0414,0.0794,2.36,"13_10"
"2152","Nami","Support","SUPPORT","A",51.7,"0.38",0.5011,0.9932,0.0399,0.0027,2.98,"13_10"
"2153","Nasus","Fighter","TOP","B",48.56,"-7.21",0.4803,0.8424,0.0375,0.0194,1.75,"13_10"
"2154","Nautilus","Tank","SUPPORT","S",61.57,"-0.98",0.5038,0.8793,0.1101,0.1512,2.2,"13_10"
"2155","Neeko","Mage","MID","S",57.07,"3.42",0.5337,0.2876,0.0296,0.2744,2.53,"13_10"
"2156","Neeko","Mage","JUNGLE","A",51.55,"10.09",0.4837,0.4185,0.0436,0.288,2.87,"13_10"
"2157","Neeko","Mage","SUPPORT","A",50.29,"3.35",0.5113,0.2852,0.03,0.2744,2.03,"13_10"
"2158","Nidalee","Assassin","JUNGLE","God",66.35,"-19.65",0.5009,0.9372,0.1004,0.2355,3.06,"13_10"
"2159","Nilah","Marksman","ADC","C",41.22,"-4.34",0.5308,0.9548,0.0144,0.0099,2.35,"13_10"
"2160","Nocturne","Assassin","JUNGLE","A",50.82,"0.92",0.5031,0.9066,0.0423,0.0282,2.58,"13_10"
"2161","Nunu","Tank","JUNGLE","A",52.78,"6.62",0.511,0.8361,0.0308,0.0108,3.12,"13_10"
"2162","Nunu","Tank","MID","D",36.93,"0.22",0.4448,0.1256,0.0048,0.0106,2.46,"13_10"
"2163","Olaf","Fighter","TOP","A",52.27,"0.91",0.5293,0.8748,0.0244,0.0227,1.73,"13_10"
"2164","Orianna","Mage","MID","A",49.01,"-2.01",0.4936,0.9479,0.0264,0.0016,2.65,"13_10"
"2165","Ornn","Tank","TOP","God",69.76,"-8.14",0.5194,0.9334,0.0592,0.0206,2.48,"13_10"
"2166","Pantheon","Fighter","MID","A",53.7,"3.67",0.52,0.4696,0.0385,0.0347,2.23,"13_10"
"2167","Pantheon","Fighter","TOP","B",47.35,"3.51",0.4965,0.3054,0.0247,0.0347,1.92,"13_10"
"2168","Pantheon","Fighter","SUPPORT","D",36.59,"-7.36",0.4533,0.1769,0.0157,0.0351,1.73,"13_10"
"2169","Poppy","Tank","TOP","S",59.62,"-8.93",0.5306,0.4666,0.0331,0.0711,2.16,"13_10"
"2170","Poppy","Tank","JUNGLE","A",52.23,"0.32",0.5132,0.4643,0.0312,0.0711,2.83,"13_10"
"2171","Pyke","Support","SUPPORT","S",56.79,"-1.68",0.4982,0.9355,0.0852,0.1587,2.18,"13_10"
"2172","Qiyana","Assassin","MID","A",49.21,"4.27",0.5093,0.7885,0.0268,0.0085,2.17,"13_10"
"2173","Qiyana","Assassin","JUNGLE","C",38.71,"7.46",0.4646,0.1774,0.0065,0.0094,2.49,"13_10"
"2174","Quinn","Marksman","TOP","A",51.18,"13.02",0.5389,0.8372,0.0154,0.0078,1.91,"13_10"
"2175","Quinn","Marksman","MID","B",47.32,"-0.93",0.5353,0.117,0.002,0.0074,2.14,"13_10"
"2176","Rakan","Support","SUPPORT","S",62.37,"-5.77",0.5144,0.9885,0.0993,0.0607,2.83,"13_10"
"2177","Rammus","Tank","JUNGLE","S",55.28,"5.27",0.531,0.8877,0.0216,0.0402,3.18,"13_10"
"2178","Rek'Sai","Fighter","JUNGLE","C",40.6,"-9.95",0.4703,0.9376,0.0099,0.012,2.58,"13_10"
"2179","Rell","Tank","SUPPORT","B",44.99,"-8.83",0.4952,0.9616,0.0118,0.0031,2.4,"13_10"
"2180","Rell","Tank","TOP","D",38.56,"999NEW",0.5,0.1265,5e-04,0.0027,2.11,"13_10"
"2181","Renata Glasc","Support","SUPPORT","B",47.84,"1.03",0.5099,0.9855,0.0092,0.0022,2.64,"13_10"
"2182","Renekton","Fighter","TOP","C",43.16,"-4.84",0.4753,0.7515,0.0271,0.0238,1.75,"13_10"
"2183","Renekton","Fighter","MID","C",42.64,"2.35",0.4957,0.2374,0.0081,0.0238,2,"13_10"
"2184","Rengar","Assassin","TOP","A",51.86,"-1.73",0.5038,0.5626,0.0301,0.0609,1.97,"13_10"
"2185","Rengar","Assassin","JUNGLE","B",44.5,"4.73",0.4882,0.3995,0.0196,0.0609,2.44,"13_10"
"2186","Riven","Fighter","TOP","B",48.4,"2.29",0.5016,0.8615,0.0279,0.003,1.77,"13_10"
"2187","Rumble","Fighter","TOP","B",48.32,"-5.81",0.4831,0.5212,0.0294,0.0432,2.14,"13_10"
"2188","Rumble","Fighter","MID","B",45.36,"-6.86",0.4859,0.3328,0.0192,0.0432,2.35,"13_10"
"2189","Rumble","Fighter","JUNGLE","C",41.96,"999NEW",0.4799,0.1189,0.0067,0.0432,2.62,"13_10"
"2190","Ryze","Mage","MID","C",38.9,"0.64",0.4623,0.6029,0.011,0.0026,2.05,"13_10"
"2191","Ryze","Mage","TOP","D",33.07,"-2.28",0.4643,0.3723,0.007,0.0026,1.88,"13_10"
"2192","Samira","Marksman","ADC","C",43,"-13.01",0.4855,0.9805,0.0577,0.134,2.19,"13_10"
"2193","Sejuani","Tank","JUNGLE","A",50.05,"0.23",0.4979,0.764,0.024,0.0032,3.23,"13_10"
"2194","Sejuani","Tank","TOP","C",40.57,"0.06",0.4897,0.1831,0.0056,0.0032,2.41,"13_10"
"2195","Senna","Marksman","SUPPORT","A",50.14,"2.68",0.5021,0.9212,0.0402,0.0072,2.45,"13_10"
"2196","Seraphine","Mage","SUPPORT","B",48.6,"2.15",0.5051,0.7706,0.0247,0.0018,2.47,"13_10"
"2197","Seraphine","Mage","ADC","B",44.76,"-4.83",0.5499,0.105,0.0027,0.0021,2.81,"13_10"
"2198","Seraphine","Mage","MID","C",43.82,"999NEW",0.4914,0.1189,0.0028,0.0017,2.68,"13_10"
"2199","Sett","Fighter","TOP","S",56.95,"-1.76",0.5054,0.7355,0.0476,0.0184,1.6,"13_10"
"2200","Sett","Fighter","MID","B",48.05,"2.98",0.5366,0.129,0.0075,0.0189,1.99,"13_10"
"2201","Shaco","Assassin","JUNGLE","A",53.64,"0.61",0.4882,0.7356,0.0572,0.2099,2.76,"13_10"
"2202","Shaco","Assassin","SUPPORT","B",46.61,"1.16",0.4987,0.1903,0.0155,0.2148,2.36,"13_10"
"2203","Shen","Tank","TOP","S",55.68,"0.93",0.5033,0.8634,0.0269,0.003,2.99,"13_10"
"2204","Shen","Tank","SUPPORT","D",35.09,"-4.75",0.4391,0.1116,0.003,0.0029,2.51,"13_10"
"2205","Shyvana","Fighter","JUNGLE","C",39.41,"-1.44",0.4708,0.6661,0.0081,0.0014,2.36,"13_10"
"2206","Shyvana","Fighter","TOP","D",23.62,"-9.94",0.428,0.293,0.0026,0.0011,1.78,"13_10"
"2207","Singed","Tank","MID","A",50.19,"-2.58",0.5277,0.231,0.0052,0.0024,2.89,"13_10"
"2208","Singed","Tank","TOP","B",48.5,"4.62",0.5262,0.649,0.0123,0.0023,2.1,"13_10"
"2209","Sion","Tank","TOP","S",54.01,"0.5",0.5054,0.8242,0.0357,0.0061,2.02,"13_10"
"2210","Sivir","Marksman","ADC","D",30.87,"-12.33",0.4646,0.9644,0.0194,0.0065,2.23,"13_10"
"2211","Skarner","Fighter","TOP","A",49.49,"8.41",0.5387,0.2653,0.0019,0.001,2.59,"13_10"
"2212","Skarner","Fighter","JUNGLE","C",41.05,"-0.09",0.4776,0.6544,0.0043,0.0011,2.59,"13_10"
"2213","Sona","Support","SUPPORT","A",52.92,"4.2",0.5262,0.9866,0.0251,0.001,2.73,"13_10"
"2214","Soraka","Support","SUPPORT","A",51.12,"2.26",0.5073,0.9261,0.0343,0.0021,2.73,"13_10"
"2215","Swain","Mage","MID","A",51.04,"1.44",0.5329,0.2511,0.0103,0.009,2.67,"13_10"
"2216","Swain","Mage","SUPPORT","B",47.49,"-0.16",0.5016,0.5017,0.024,0.009,2.33,"13_10"
"2217","Swain","Mage","TOP","B",46.2,"3.97",0.5203,0.1516,0.0062,0.009,2.32,"13_10"
"2218","Sylas","Mage","MID","S",59.22,"-1",0.4919,0.4257,0.0703,0.1862,2.08,"13_10"
"2219","Sylas","Mage","JUNGLE","S",57.83,"-10.01",0.5,0.4748,0.0802,0.1928,2.51,"13_10"
"2220","Syndra","Mage","MID","A",50.99,"-0.17",0.4958,0.916,0.0426,0.0182,2.19,"13_10"
"2221","Tahm Kench","Support","TOP","B",44.97,"-1.63",0.5023,0.5667,0.012,0.0028,2.29,"13_10"
"2222","Tahm Kench","Support","SUPPORT","B",44.49,"-0.93",0.4973,0.4228,0.0069,0.0026,2.34,"13_10"
"2223","Taliyah","Mage","MID","B",45.32,"6.18",0.5137,0.4666,0.0079,0.0013,2.07,"13_10"
"2224","Taliyah","Mage","JUNGLE","C",43.43,"5.14",0.485,0.4325,0.0076,0.0013,2.74,"13_10"
"2225","Talon","Assassin","MID","S",62.57,"7.92",0.5265,0.6558,0.0683,0.1025,2.29,"13_10"
"2226","Talon","Assassin","JUNGLE","A",50.9,"8.22",0.5065,0.3223,0.0344,0.1055,2.62,"13_10"
"2227","Taric","Support","SUPPORT","A",50.75,"-0.17",0.5249,0.8649,0.0106,0.0013,2.73,"13_10"
"2228","Taric","Support","TOP","D",31.84,"999NEW",0.4512,0.2045,0.001,0.0012,2.51,"13_10"
"2229","Teemo","Marksman","TOP","S",58.38,"2.23",0.5209,0.7877,0.0405,0.0628,1.64,"13_10"
"2230","Teemo","Marksman","JUNGLE","C",40.72,"999NEW",0.484,0.1161,0.0092,0.1,2.07,"13_10"
"2231","Thresh","Support","SUPPORT","God",67.42,"-5.8",0.4936,0.9774,0.1601,0.099,2.46,"13_10"
"2232","Tristana","Marksman","MID","C",42.87,"-2.3",0.4867,0.3689,0.0174,0.0124,1.88,"13_10"
"2233","Tristana","Marksman","ADC","D",35.54,"-10.87",0.4769,0.5822,0.0302,0.0127,2.35,"13_10"
"2234","Trundle","Fighter","JUNGLE","B",47.5,"6.95",0.5063,0.5593,0.0121,0.0028,2.7,"13_10"
"2235","Trundle","Fighter","TOP","D",31.33,"-4.1",0.4721,0.3653,0.007,0.0028,1.34,"13_10"
"2236","Tryndamere","Fighter","MID","A",49.88,"5.37",0.5497,0.1798,0.0045,0.0081,2.16,"13_10"
"2237","Tryndamere","Fighter","TOP","A",49.01,"1.57",0.5219,0.7485,0.0198,0.0083,1.78,"13_10"
"2238","Tryndamere","Fighter","JUNGLE","C",39.52,"15.02",0.4841,0.1402,0.0032,0.0089,2.02,"13_10"
"2239","Twisted Fate","Mage","MID","A",50.6,"2.8",0.4987,0.9331,0.0362,0.0027,2.37,"13_10"
"2240","Twitch","Marksman","SUPPORT","C",43.51,"6.22",0.4991,0.1692,0.0062,0.0151,1.98,"13_10"
"2241","Twitch","Marksman","ADC","C",41.02,"-7.46",0.5084,0.7356,0.0283,0.0152,2.48,"13_10"
"2242","Twitch","Marksman","JUNGLE","D",27.96,"999NEW",0.4126,0.1082,0.0034,0.0173,2.15,"13_10"
"2243","Udyr","Fighter","TOP","C",42.9,"4.6",0.5137,0.3261,0.0071,0.003,1.93,"13_10"
"2244","Udyr","Fighter","JUNGLE","C",39.76,"-2.58",0.4689,0.6291,0.0122,0.003,2.38,"13_10"
"2245","Urgot","Fighter","TOP","B",44.5,"1.26",0.5113,0.8555,0.0125,0.0019,1.89,"13_10"
"2246","Varus","Marksman","ADC","B",47.56,"-0.02",0.499,0.8871,0.0774,0.0264,2.25,"13_10"
"2247","Vayne","Marksman","TOP","B",44.44,"2.19",0.4984,0.416,0.025,0.029,1.37,"13_10"
"2248","Vayne","Marksman","ADC","D",33.25,"-11.59",0.4661,0.5894,0.0366,0.034,2.01,"13_10"
"2249","Veigar","Mage","MID","B",47.09,"1.4",0.4935,0.6551,0.0262,0.0171,2.18,"13_10"
