,Name,Class,Role,Tier,Score,Trend,Win %,Role %,Pick %,Ban %,KDA,Patch
3059,Sona,Support,SUPPORT,A,49.16,0.27,0.5129,0.9863,0.0357,0.0016,2.9,13_14
3060,Soraka,Support,SUPPORT,S,56.24,-2.42,0.5158,0.9686,0.0579,0.0123,2.75,13_14
3061,Swain,Mage,ADC,A,52.48,2.07,0.5505,0.1777,0.0075,0.0217,2.81,13_14
3062,Swain,Mage,MID,B,46.02,-2.03,0.5176,0.2872,0.0157,0.0217,2.68,13_14
3063,Swain,Mage,SUPPORT,C,41.2,-2.48,0.4956,0.4683,0.0281,0.0217,2.34,13_14
3064,Sylas,Mage,MID,A,51.54,-3.56,0.4934,0.6648,0.0440,0.0423,2.23,13_14
3065,Sylas,Mage,JUNGLE,D,25.54,-4.87,0.4565,0.2066,0.0126,0.0432,2.29,13_14
3066,Syndra,Mage,MID,God,71.65,-6.23,0.5062,0.9282,0.0863,0.0555,2.28,13_14
3067,Tahm Kench,Support,TOP,B,47.58,6.43,0.5054,0.6761,0.0153,0.0060,2.39,13_14
3068,Tahm Kench,Support,SUPPORT,D,29.72,-1.79,0.4745,0.2594,0.0057,0.0060,2.31,13_14
3069,Taliyah,Mage,MID,B,44.42,3.43,0.4997,0.7062,0.0240,0.0025,2.3,13_14
3070,Taliyah,Mage,JUNGLE,D,31.55,1.08,0.4891,0.2331,0.0068,0.0028,2.72,13_14
3071,Talon,Assassin,MID,A,54.59,-3.38,0.5182,0.5928,0.0410,0.0300,2.31,13_14
3072,Talon,Assassin,JUNGLE,C,42.31,3.79,0.5073,0.3789,0.0283,0.0300,2.52,13_14
3073,Taric,Support,SUPPORT,B,42.71,-2,0.5005,0.9523,0.0258,0.0043,2.68,13_14
3074,Teemo,Marksman,TOP,A,50.07,-3.84,0.5062,0.7429,0.0338,0.0438,1.69,13_14
3075,Thresh,Support,SUPPORT,God,77.8,-3.84,0.4992,0.9823,0.1324,0.0426,2.64,13_14
3076,Tristana,Marksman,MID,S,56.94,6.15,0.5085,0.4099,0.0531,0.0449,2.01,13_14
3077,Tristana,Marksman,ADC,B,45.14,-0.06,0.4942,0.5635,0.0663,0.0449,2.19,13_14
3078,Trundle,Fighter,TOP,B,43.16,8.97,0.5224,0.3070,0.0071,0.0063,1.45,13_14
3079,Trundle,Fighter,JUNGLE,C,39.5,0.88,0.5147,0.6641,0.0149,0.0059,2.73,13_14
3080,Tryndamere,Fighter,TOP,B,44.03,4.59,0.4940,0.8461,0.0210,0.0203,1.77,13_14
3081,Tryndamere,Fighter,MID,D,35.3,-2.22,0.4991,0.1266,0.0032,0.0196,2.08,13_14
3082,Twisted Fate,Mage,MID,C,40.74,-3.83,0.4842,0.8996,0.0212,0.0010,2.3,13_14
3083,Twitch,Marksman,ADC,A,49.43,-0.29,0.5160,0.8433,0.0666,0.0486,2.31,13_14
3084,Udyr,Fighter,JUNGLE,B,45.22,2.5,0.5167,0.8763,0.0286,0.0208,2.76,13_14
3085,Udyr,Fighter,TOP,D,30.41,9.84,0.4523,0.1319,0.0044,0.0199,1.49,13_14
3086,Urgot,Fighter,TOP,B,48.09,0.67,0.5051,0.9441,0.0242,0.0069,2.01,13_14
3087,Varus,Marksman,ADC,B,47.31,3.18,0.5116,0.8906,0.0576,0.0089,2.24,13_14
3088,Vayne,Marksman,ADC,B,46.81,7.05,0.5153,0.7912,0.0547,0.0251,2.07,13_14
3089,Vayne,Marksman,TOP,C,40.17,5.38,0.4950,0.1801,0.0112,0.0251,1.55,13_14
3090,Veigar,Mage,MID,A,50.64,-4.55,0.5061,0.7682,0.0377,0.0236,2.16,13_14
3091,Veigar,Mage,ADC,B,44.24,3.88,0.5218,0.1637,0.0078,0.0268,2.17,13_14
3092,Vel'Koz,Mage,TOP,B,46.24,999NEW,0.5238,0.1736,0.0010,0.0011,2.32,13_14
3093,Vel'Koz,Mage,MID,B,44.46,2.05,0.5108,0.4968,0.0159,0.0034,2.6,13_14
3094,Vel'Koz,Mage,SUPPORT,D,36.63,-2.02,0.4959,0.4750,0.0176,0.0037,2.1,13_14
3095,Vex,Mage,MID,B,47.1,-5.36,0.5002,0.9405,0.0297,0.0284,2.31,13_14
3096,Vi,Fighter,JUNGLE,C,39.02,-1.39,0.4956,0.9561,0.0284,0.0111,2.34,13_14
3097,Viego,Assassin,JUNGLE,God,69.33,-5.95,0.4941,0.9655,0.1074,0.0286,2.56,13_14
3098,Viktor,Mage,MID,S,55.21,-2.31,0.5124,0.9604,0.0465,0.0189,2.22,13_14
3099,Vladimir,Mage,MID,A,53.19,-2.68,0.5056,0.7645,0.0397,0.0514,2.49,13_14
3100,Vladimir,Mage,TOP,B,43.8,13.86,0.5002,0.2046,0.0103,0.0540,2.1,13_14
3101,Volibear,Fighter,TOP,B,45.25,7.36,0.4960,0.6697,0.0268,0.0054,1.63,13_14
3102,Volibear,Fighter,JUNGLE,D,36.9,-3.36,0.5085,0.3047,0.0119,0.0054,2.66,13_14
3103,Warwick,Fighter,TOP,B,47.92,5.09,0.5217,0.3898,0.0168,0.0349,1.8,13_14
3104,Warwick,Fighter,JUNGLE,C,41.16,-9.29,0.4971,0.5984,0.0330,0.0349,2.22,13_14
3105,Wukong,Fighter,JUNGLE,D,36.1,-2.89,0.4915,0.7118,0.0184,0.0063,2.69,13_14
3106,Wukong,Fighter,TOP,D,34.22,0.19,0.4577,0.2632,0.0064,0.0062,1.93,13_14
3107,Xayah,Marksman,ADC,S,55.03,-2.04,0.5008,0.9961,0.1479,0.0793,2.31,13_14
3108,Xerath,Mage,MID,God,67.54,17.57,0.5224,0.5186,0.0586,0.0595,3.3,13_14
3109,Xerath,Mage,SUPPORT,A,49.18,4.28,0.4931,0.4478,0.0487,0.0595,2.6,13_14
3110,Xin Zhao,Fighter,JUNGLE,C,38.01,-2.53,0.5085,0.8665,0.0184,0.0026,2.39,13_14
3111,Yasuo,Fighter,MID,God,66.29,-8.98,0.4933,0.6764,0.0774,0.1197,1.82,13_14
3112,Yasuo,Fighter,TOP,C,41.61,3.47,0.4870,0.1847,0.0193,0.1197,1.51,13_14
3113,Yasuo,Fighter,ADC,C,40.74,-0.64,0.5015,0.1336,0.0159,0.1197,1.99,13_14
3114,Yone,Assassin,MID,S,56.45,1.46,0.5027,0.4941,0.0543,0.0616,1.93,13_14
3115,Yone,Assassin,TOP,A,53.28,-11.11,0.4972,0.4888,0.0503,0.0616,1.66,13_14
3116,Yorick,Fighter,TOP,A,49.61,0.1,0.5216,0.9349,0.0282,0.0335,1.48,13_14
3117,Yuumi,Support,SUPPORT,B,45.12,-8.14,0.4547,0.9893,0.0388,0.0809,4.05,13_14
3118,Zac,Tank,JUNGLE,A,52.67,2.01,0.5175,0.7448,0.0372,0.0269,3.65,13_14
3119,Zac,Tank,TOP,A,50.67,9.26,0.5237,0.1497,0.0078,0.0282,2.77,13_14
3120,Zed,Assassin,MID,God,88.02,1.45,0.5090,0.8628,0.0976,0.2575,2.29,13_14
3121,Zeri,Marksman,ADC,C,41.59,3.55,0.4858,0.9206,0.0392,0.0136,2.28,13_14
3122,Ziggs,Mage,ADC,B,45.62,1.28,0.5140,0.5067,0.0186,0.0028,2.5,13_14
3123,Ziggs,Mage,MID,C,39.53,-4.62,0.4877,0.4849,0.0162,0.0029,2.32,13_14
3124,Zilean,Support,SUPPORT,B,47.72,0.31,0.5152,0.8400,0.0263,0.0107,3.13,13_14
3125,Zilean,Support,MID,B,47.45,-2.77,0.5284,0.1298,0.0036,0.0108,3.67,13_14
3126,Zoe,Mage,MID,C,40.17,-5.82,0.4746,0.7999,0.0216,0.0099,2.47,13_14
3127,Zoe,Mage,SUPPORT,D,27.77,-3.1,0.4719,0.1894,0.0043,0.0102,2.08,13_14
3128,Zyra,Mage,SUPPORT,A,52.22,9.85,0.5115,0.8854,0.0557,0.0312,2.09,13_14
3129,Aatrox,Fighter,TOP,God,88.24,-5.01,0.4807,0.9445,0.1006,0.1848,1.73,13_15
3130,Ahri,Mage,MID,God,78.13,-7.84,0.5061,0.9634,0.1053,0.0572,2.67,13_15
3131,Akali,Assassin,MID,A,54.61,0,0.5017,0.7778,0.0491,0.0504,2.38,13_15
3132,Akali,Assassin,TOP,C,37.58,-5.31,0.4972,0.2163,0.0117,0.0504,2.12,13_15
3133,Akshan,Marksman,MID,B,45.84,-2.77,0.5069,0.6140,0.0259,0.0571,2.17,13_15
3134,Akshan,Marksman,TOP,C,36.21,-6.87,0.4920,0.3277,0.0142,0.0571,1.88,13_15
3135,Alistar,Tank,SUPPORT,S,61.97,1.91,0.5147,0.9744,0.0726,0.0184,2.57,13_15
3136,Amumu,Tank,JUNGLE,C,40.72,-1.75,0.4935,0.6313,0.0296,0.0175,2.57,13_15
3137,Amumu,Tank,SUPPORT,C,36.22,-7.8,0.5077,0.3597,0.0131,0.0175,2.09,13_15
3138,Anivia,Mage,MID,A,49.13,2.01,0.5113,0.8065,0.0268,0.0268,2.68,13_15
3139,Anivia,Mage,SUPPORT,D,13.37,999NEW,0.4130,0.1347,0.0036,0.0271,1.94,13_15
3140,Annie,Mage,MID,C,40.65,-2.01,0.4943,0.7235,0.0180,0.0135,2.26,13_15
3141,Annie,Mage,SUPPORT,D,35.74,0.23,0.5145,0.2137,0.0053,0.0139,2.34,13_15
3142,Aphelios,Marksman,ADC,C,38.38,-4.69,0.4824,0.9831,0.0560,0.0087,1.91,13_15
3143,Ashe,Marksman,ADC,God,69.43,8.87,0.5312,0.9396,0.1747,0.1006,2.45,13_15
3144,Aurelion Sol,Mage,MID,A,49.24,-1.15,0.5090,0.8866,0.0295,0.0227,2.59,13_15
3145,Azir,Mage,MID,B,46.53,-1.38,0.4878,0.9265,0.0402,0.0081,2.08,13_15
3146,Bard,Support,SUPPORT,A,47.57,2.04,0.5043,0.9742,0.0355,0.0035,2.96,13_15
3147,Bel'Veth,Fighter,JUNGLE,A,49.94,-2.51,0.5153,0.8998,0.0407,0.0825,2.47,13_15
3148,Blitzcrank,Tank,SUPPORT,S,65.46,0.14,0.5195,0.9783,0.0708,0.1362,2.47,13_15
3149,Brand,Mage,SUPPORT,D,35.43,-4.75,0.4827,0.7550,0.0285,0.0257,1.69,13_15
3150,Brand,Mage,MID,D,33.58,-5.43,0.4855,0.1630,0.0068,0.0281,1.97,13_15
3151,Braum,Support,SUPPORT,A,52.8,-3.33,0.4973,0.9897,0.0544,0.0123,2.84,13_15
3152,Caitlyn,Marksman,ADC,A,48.04,3.66,0.4880,0.9561,0.1047,0.0512,2.1,13_15
3153,Camille,Fighter,TOP,God,68.96,15.16,0.5223,0.9634,0.0615,0.0478,1.98,13_15
3154,Cassiopeia,Mage,MID,A,51.04,-3.64,0.5172,0.7683,0.0360,0.0474,2.09,13_15
3155,Cassiopeia,Mage,TOP,B,44.08,-1.92,0.5409,0.1701,0.0089,0.0474,1.89,13_15
3156,Cho'Gath,Tank,TOP,B,46.18,-3.62,0.5092,0.6367,0.0248,0.0076,2.04,13_15
3157,Cho'Gath,Tank,MID,B,41.68,3.56,0.5187,0.2532,0.0080,0.0076,2.3,13_15
3158,Corki,Marksman,MID,D,31.69,-5.73,0.4661,0.9087,0.0098,0.0011,2.11,13_15
3159,Darius,Fighter,TOP,God,79.16,11.84,0.4986,0.9566,0.0794,0.1788,1.82,13_15
3160,Diana,Fighter,JUNGLE,A,50.38,-5.02,0.4960,0.7112,0.0559,0.0245,2.43,13_15
3161,Diana,Fighter,MID,A,47.73,-1.86,0.5236,0.2908,0.0234,0.0261,2.17,13_15
3162,Dr. Mundo,Marksman,TOP,A,48.31,1.84,0.5187,0.8702,0.0265,0.0199,1.89,13_15
3163,Draven,Fighter,ADC,A,54.79,1.27,0.5055,0.9739,0.0789,0.3793,2.07,13_15
3164,Ekko,Assassin,JUNGLE,B,46.61,2.12,0.5003,0.5642,0.0404,0.0206,2.67,13_15
3165,Ekko,Assassin,MID,B,44.75,-4.89,0.5009,0.4059,0.0260,0.0206,2.25,13_15
3166,Elise,Mage,JUNGLE,C,37.11,-0.15,0.4807,0.9446,0.0277,0.0076,2.55,13_15
3167,Evelynn,Assassin,JUNGLE,S,66.49,5.21,0.5198,0.9881,0.0646,0.1947,2.99,13_15
3168,Ezreal,Marksman,ADC,God,68.15,8.3,0.5029,0.9651,0.2049,0.0735,2.48,13_15
3169,Fiddlesticks,Mage,JUNGLE,A,50.24,2.25,0.5080,0.8062,0.0440,0.0459,2.72,13_15
3170,Fiora,Fighter,TOP,S,65.13,4.79,0.5001,0.9837,0.0584,0.1699,1.69,13_15
3171,Fizz,Assassin,MID,S,59.27,0.35,0.5091,0.9666,0.0548,0.0866,2.43,13_15
3172,Galio,Tank,MID,B,44.5,-1.02,0.5152,0.6686,0.0133,0.0021,2.62,13_15
3173,Galio,Tank,SUPPORT,C,36.36,1.7,0.5149,0.2937,0.0058,0.0022,2.43,13_15
3174,Gangplank,Fighter,TOP,B,47.38,-5.13,0.4910,0.8616,0.0362,0.0208,1.9,13_15
3175,Gangplank,Fighter,MID,C,36.78,1.24,0.4994,0.1394,0.0059,0.0213,2.17,13_15
3176,Garen,Fighter,TOP,God,87.4,21.57,0.5199,0.9314,0.0953,0.0536,2.04,13_15
3177,Gnar,Fighter,TOP,C,40.47,-5.3,0.4878,0.9716,0.0256,0.0038,1.84,13_15
3178,Gragas,Fighter,JUNGLE,C,39.55,-1.38,0.4884,0.4512,0.0268,0.0161,2.76,13_15
3179,Gragas,Fighter,MID,C,36.39,4.35,0.4931,0.1296,0.0069,0.0159,2.26,13_15
3180,Gragas,Fighter,TOP,D,34.17,-5.77,0.4642,0.3640,0.0224,0.0159,1.89,13_15
3181,Graves,Marksman,JUNGLE,S,56.57,0.58,0.5070,0.9245,0.0633,0.0237,2.67,13_15
3182,Gwen,Fighter,TOP,S,56.18,6.11,0.5009,0.8925,0.0506,0.0281,1.74,13_15
3183,Hecarim,Fighter,JUNGLE,S,65.95,8.82,0.4956,0.9939,0.0813,0.1626,2.6,13_15
3184,Heimerdinger,Mage,ADC,B,46.71,999NEW,0.5574,0.1052,0.0043,0.0209,2.19,13_15
3185,Heimerdinger,Mage,MID,B,42.51,7.57,0.5296,0.2163,0.0087,0.0183,1.99,13_15
3186,Heimerdinger,Mage,SUPPORT,C,36.3,-0.82,0.5077,0.4460,0.0154,0.0183,1.92,13_15
3187,Heimerdinger,Mage,TOP,C,36.09,-2.57,0.5111,0.2532,0.0095,0.0196,1.64,13_15
3188,Illaoi,Fighter,TOP,A,54.47,0.77,0.5133,0.9574,0.0427,0.0987,1.37,13_15
3189,Irelia,Fighter,TOP,A,49.55,-2.42,0.4924,0.5512,0.0395,0.1017,1.65,13_15
3190,Irelia,Fighter,MID,B,44.64,-3.48,0.4990,0.4481,0.0297,0.1008,1.82,13_15
3191,Ivern,Support,JUNGLE,A,53.89,-12.45,0.5244,0.8555,0.0309,0.0464,3.73,13_15
3192,Janna,Support,SUPPORT,S,66.38,-5.18,0.5142,0.9869,0.0755,0.0382,3.17,13_15
3193,Jarvan IV,Tank,JUNGLE,God,84.16,15.51,0.5211,0.9565,0.1154,0.0512,3.45,13_15
3194,Jax,Fighter,TOP,God,73.55,9.89,0.5034,0.9043,0.0702,0.1758,1.68,13_15
3195,Jayce,Fighter,MID,A,49.74,-2.55,0.4927,0.5046,0.0450,0.0162,2.15,13_15
3196,Jayce,Fighter,TOP,B,47.16,-1.17,0.4904,0.4822,0.0375,0.0162,1.79,13_15
3197,Jhin,Marksman,ADC,A,53.67,1.92,0.5110,0.9677,0.0867,0.0140,2.84,13_15
3198,Jinx,Marksman,ADC,B,41.5,-0.32,0.4920,0.9858,0.0544,0.0052,2.17,13_15
3199,K'Sante,Fighter,TOP,B,44.45,0.22,0.4722,0.9193,0.0383,0.0251,1.9,13_15
3200,Kai'Sa,Marksman,ADC,God,91.58,-2.82,0.5017,0.9346,0.2691,0.3170,2.38,13_15
3201,Kalista,Marksman,ADC,B,41.91,-2.72,0.5070,0.9546,0.0332,0.0081,2.26,13_15
3202,Karma,Mage,SUPPORT,A,50.49,1.97,0.4955,0.8837,0.0517,0.0072,2.66,13_15
3203,Karthus,Mage,ADC,B,47.22,-1.13,0.5394,0.4336,0.0270,0.0960,2.22,13_15
3204,Karthus,Mage,JUNGLE,B,42.33,-0.8,0.4969,0.4602,0.0282,0.1123,2.54,13_15
3205,Kassadin,Assassin,MID,A,55.54,9.25,0.5384,0.9706,0.0300,0.0392,2.69,13_15
3206,Katarina,Assassin,MID,S,63.19,-2.32,0.4986,0.9674,0.0708,0.1030,2.28,13_15
3207,Kayle,Fighter,TOP,A,51.51,1.81,0.5175,0.8604,0.0346,0.0178,1.78,13_15
3208,Kayle,Fighter,MID,C,37.22,0.72,0.5061,0.1166,0.0046,0.0178,2.11,13_15
3209,Kayn,Fighter,JUNGLE,God,80.01,8.05,0.5135,0.9365,0.1106,0.1312,2.48,13_15
3210,Kennen,Mage,TOP,C,41.23,-1.53,0.5029,0.7404,0.0192,0.0116,1.93,13_15
3211,Kennen,Mage,MID,C,41.03,1.65,0.5197,0.2118,0.0050,0.0116,2.35,13_15
3212,Kha'Zix,Assassin,JUNGLE,God,96.43,4.15,0.5280,0.9960,0.1180,0.2605,2.78,13_15
3213,Kindred,Marksman,JUNGLE,S,61.98,-1.21,0.5167,0.9675,0.0594,0.2050,2.37,13_15
3214,Kled,Fighter,TOP,A,50.04,-2.87,0.5230,0.9392,0.0240,0.0111,2.22,13_15
3215,Kog'Maw,Marksman,ADC,B,42.58,-5.22,0.5226,0.9016,0.0236,0.0093,2.12,13_15
3216,LeBlanc,Assassin,MID,S,67.13,-3.13,0.5089,0.9218,0.0597,0.1816,2.82,13_15
3217,Lee Sin,Fighter,JUNGLE,A,52.35,-4.83,0.4760,0.9316,0.0697,0.0140,2.68,13_15
3218,Leona,Tank,SUPPORT,A,53.63,3.23,0.5034,0.9914,0.0583,0.0263,2.36,13_15
3219,Lillia,Fighter,JUNGLE,S,57.95,8.59,0.5208,0.9186,0.0570,0.0217,2.85,13_15
3220,Lissandra,Mage,MID,A,55.54,-7.68,0.5103,0.8928,0.0480,0.0349,2.41,13_15
3221,Lucian,Marksman,ADC,C,39.71,0.95,0.4927,0.9016,0.0418,0.0059,2.14,13_15
3222,Lulu,Support,SUPPORT,A,52.24,-2.15,0.4790,0.9826,0.0592,0.0507,2.92,13_15
3223,Lux,Mage,SUPPORT,S,66.56,5.51,0.5018,0.6505,0.0839,0.0680,2.4,13_15
3224,Lux,Mage,MID,S,55.66,1.65,0.5060,0.3322,0.0420,0.0744,2.82,13_15
3225,Malphite,Tank,TOP,God,77.34,10.9,0.5214,0.7938,0.0644,0.1241,2.58,13_15
3226,Malphite,Tank,MID,B,42.14,-0.74,0.5070,0.1324,0.0106,0.1262,2.53,13_15
3227,Malzahar,Mage,MID,A,49.68,1.07,0.4987,0.9107,0.0396,0.0486,2.21,13_15
3228,Maokai,Tank,JUNGLE,A,54.07,-1.12,0.5282,0.5668,0.0398,0.0143,3.06,13_15
3229,Maokai,Tank,SUPPORT,B,47.16,3.81,0.5401,0.3375,0.0217,0.0143,2.41,13_15
3230,Master Yi,Assassin,JUNGLE,A,55.28,4.04,0.5016,0.9331,0.0617,0.1234,2.13,13_15
3231,Milio,NULL,SUPPORT,B,46.36,-4.38,0.4803,0.9899,0.0393,0.0568,3.25,13_15
3232,Miss Fortune,Marksman,ADC,S,58.29,3.12,0.5319,0.9576,0.1100,0.0431,2.31,13_15
3233,Mordekaiser,Fighter,TOP,S,60.12,5.52,0.5152,0.8970,0.0478,0.0655,1.87,13_15
3234,Morgana,Mage,SUPPORT,A,48.55,-1.63,0.4810,0.9161,0.0482,0.1364,2.32,13_15
3235,Naafiri,NULL,MID,God,83.38,4.65,0.5240,0.5735,0.0681,0.4410,2.23,13_15
3236,Naafiri,NULL,TOP,S,57.91,8.51,0.5365,0.1980,0.0209,0.4410,1.95,13_15
3237,Naafiri,NULL,JUNGLE,C,36.75,-10.97,0.4468,0.2168,0.0272,0.4410,2.32,13_15
3238,Nami,Support,SUPPORT,S,56.5,14.56,0.5014,0.9968,0.0605,0.0033,3.03,13_15
3239,Nasus,Fighter,TOP,A,48.22,-3.84,0.4964,0.8080,0.0360,0.0250,1.84,13_15
3240,Nasus,Fighter,MID,C,40.76,-3.99,0.5230,0.1015,0.0039,0.0270,2.24,13_15
3241,Nautilus,Tank,SUPPORT,God,86.9,-2.68,0.4956,0.9788,0.1341,0.1413,2.28,13_15
3242,Neeko,Mage,MID,A,49.56,-3.32,0.5113,0.5437,0.0296,0.0546,2.49,13_15
3243,Neeko,Mage,SUPPORT,B,41.52,5.69,0.5171,0.3802,0.0214,0.0522,2.1,13_15
3244,Nidalee,Assassin,JUNGLE,A,50.62,-1.96,0.4854,0.9028,0.0510,0.0428,3.09,13_15
3245,Nilah,Marksman,ADC,B,45.13,0.61,0.5307,0.9787,0.0274,0.0331,2.19,13_15
3246,Nocturne,Assassin,JUNGLE,S,56.58,-3.76,0.5122,0.9807,0.0591,0.0396,2.68,13_15
3247,Nunu,Tank,JUNGLE,B,44.16,-2.72,0.4891,0.9064,0.0394,0.0085,2.75,13_15
3248,Olaf,Fighter,TOP,S,59.01,0.65,0.5367,0.9248,0.0393,0.0516,1.81,13_15
3249,Orianna,Mage,MID,A,47.69,-6.97,0.5036,0.9007,0.0269,0.0016,2.73,13_15
3250,Ornn,Tank,TOP,S,59.63,-0.07,0.5002,0.9577,0.0494,0.0076,2.45,13_15
3251,Pantheon,Fighter,MID,A,48.18,0.75,0.5256,0.3083,0.0228,0.0352,2.22,13_15
3252,Pantheon,Fighter,TOP,B,46.2,-4.02,0.4940,0.3913,0.0317,0.0352,1.95,13_15
3253,Pantheon,Fighter,SUPPORT,D,33.2,0.88,0.4879,0.2405,0.0176,0.0352,1.89,13_15
3254,Poppy,Tank,TOP,A,49.4,-1.98,0.5125,0.4521,0.0276,0.0387,2.12,13_15
3255,Poppy,Tank,SUPPORT,B,42.56,2.89,0.5441,0.1418,0.0082,0.0387,2.31,13_15
3256,Poppy,Tank,JUNGLE,B,41.94,-2.4,0.5027,0.3894,0.0235,0.0387,2.85,13_15
3257,Pyke,Support,SUPPORT,God,73.12,8.08,0.4971,0.9553,0.1014,0.1437,2.19,13_15
3258,Qiyana,Assassin,MID,A,48.72,-6.31,0.4902,0.8718,0.0422,0.0233,2.24,13_15
3259,Quinn,Marksman,TOP,B,42.99,-3.65,0.5148,0.8438,0.0182,0.0112,1.89,13_15
3260,Rakan,Support,SUPPORT,God,92.25,5.68,0.5213,0.9929,0.1389,0.0505,3.03,13_15
3261,Rammus,Tank,JUNGLE,B,42.52,0.42,0.5097,0.7642,0.0178,0.0426,3.09,13_15
3262,Rammus,Tank,TOP,D,33.61,-3.11,0.5189,0.1763,0.0039,0.0463,1.45,13_15
3263,Rek'Sai,Fighter,JUNGLE,A,54.5,-3.8,0.5159,0.9488,0.0443,0.1178,2.86,13_15
3264,Rell,Tank,SUPPORT,God,88.69,-4.95,0.5293,0.9288,0.0986,0.2077,2.9,13_15
3265,Renata Glasc,Support,SUPPORT,B,44.76,5.31,0.5258,0.9913,0.0188,0.0042,2.77,13_15
3266,Renekton,Fighter,TOP,God,85.12,16.9,0.5187,0.9365,0.0899,0.0789,1.91,13_15
3267,Rengar,Assassin,JUNGLE,S,55.71,-10.64,0.4963,0.8939,0.0476,0.3228,2.3,13_15
3268,Riven,Fighter,TOP,S,65.15,10.61,0.5090,0.9376,0.0625,0.0249,1.89,13_15
3269,Rumble,Fighter,TOP,A,52.76,0.11,0.5129,0.7216,0.0344,0.0324,2.06,13_15
3270,Rumble,Fighter,MID,C,40.7,-2.95,0.5131,0.1511,0.0071,0.0243,2.36,13_15
3271,Rumble,Fighter,JUNGLE,D,28.49,-2.39,0.4711,0.1124,0.0055,0.0261,2.83,13_15
3272,Ryze,Mage,MID,C,39.5,-0.32,0.4923,0.8293,0.0155,0.0011,2.31,13_15
3273,Ryze,Mage,TOP,D,29.9,-10.38,0.4901,0.1581,0.0030,0.0011,1.92,13_15
3274,Samira,Marksman,ADC,A,52.4,-0.83,0.4948,0.9827,0.1056,0.2049,2.09,13_15
3275,Sejuani,Tank,JUNGLE,B,41.91,-3.9,0.4897,0.8791,0.0268,0.0036,3.2,13_15
3276,Senna,Marksman,SUPPORT,S,58.64,-0.47,0.4978,0.9145,0.0730,0.0289,2.48,13_15
3277,Seraphine,Mage,ADC,A,48.72,-3.84,0.5297,0.4228,0.0263,0.0114,2.84,13_15
3278,Seraphine,Mage,SUPPORT,B,42.86,1.3,0.4880,0.5157,0.0373,0.0121,2.44,13_15
3279,Sett,Fighter,TOP,A,53.73,-0.55,0.4921,0.8626,0.0512,0.0188,1.64,13_15
3280,Shaco,Assassin,JUNGLE,S,62.1,7.25,0.4973,0.7221,0.0713,0.1299,2.84,13_15
3281,Shaco,Assassin,SUPPORT,B,42.18,3,0.5142,0.2249,0.0199,0.1369,2.32,13_15
3282,Shen,Tank,TOP,S,56.74,1.07,0.5220,0.8556,0.0271,0.0035,3.03,13_15
3283,Shen,Tank,SUPPORT,D,28.17,-3.74,0.4755,0.1041,0.0032,0.0037,2.54,13_15
3284,Shyvana,Fighter,JUNGLE,A,51.03,1.01,0.5164,0.6479,0.0446,0.0385,2.49,13_15
3285,Shyvana,Fighter,TOP,D,35.05,-11.68,0.4884,0.3301,0.0205,0.0385,1.34,13_15
3286,Singed,Tank,TOP,B,47.09,-4.47,0.5221,0.8010,0.0219,0.0046,1.99,13_15
3287,Singed,Tank,MID,B,45.83,-6.76,0.5352,0.1233,0.0030,0.0045,2.89,13_15
3288,Sion,Tank,TOP,A,54.12,3.33,0.4974,0.8450,0.0523,0.0233,1.43,13_15
3289,Sivir,Marksman,ADC,B,43.65,-3.62,0.5061,0.9874,0.0425,0.0044,2.36,13_15
3290,Skarner,Fighter,JUNGLE,D,34.39,-4.16,0.4962,0.7461,0.0087,0.0014,2.75,13_15
3291,Skarner,Fighter,TOP,D,27.96,-10.95,0.4797,0.1799,0.0021,0.0014,2.03,13_15
3292,Sona,Support,SUPPORT,A,48.72,-0.45,0.5155,0.9865,0.0336,0.0013,2.89,13_15
3293,Soraka,Support,SUPPORT,S,59.58,3.35,0.5166,0.9695,0.0638,0.0159,2.72,13_15
3294,Swain,Mage,ADC,A,51.55,-0.93,0.5569,0.2099,0.0118,0.0268,2.82,13_15
3295,Swain,Mage,MID,B,45.93,-0.09,0.5141,0.2828,0.0173,0.0268,2.63,13_15
3296,Swain,Mage,SUPPORT,B,42.98,1.77,0.5034,0.4385,0.0298,0.0268,2.36,13_15
3297,Sylas,Mage,MID,A,49,-2.54,0.4945,0.6808,0.0416,0.0377,2.14,13_15
3298,Sylas,Mage,JUNGLE,D,26.47,0.93,0.4631,0.1904,0.0115,0.0380,2.31,13_15
3299,Syndra,Mage,MID,S,64.62,-7.03,0.5148,0.9355,0.0710,0.0497,2.25,13_15
3300,Tahm Kench,Support,TOP,C,38.63,-8.94,0.4907,0.6516,0.0142,0.0050,2.34,13_15
3301,Tahm Kench,Support,SUPPORT,D,30.85,1.13,0.4915,0.2685,0.0057,0.0050,2.23,13_15
3302,Taliyah,Mage,MID,S,56.56,12.14,0.5454,0.5218,0.0342,0.0139,2.38,13_15
3303,Taliyah,Mage,JUNGLE,C,41.26,9.71,0.4957,0.4020,0.0285,0.0139,2.68,13_15
3304,Talon,Assassin,MID,A,52.96,-1.63,0.5143,0.6267,0.0408,0.0273,2.29,13_15
3305,Talon,Assassin,JUNGLE,B,41.86,-0.45,0.5052,0.3805,0.0257,0.0323,2.57,13_15
3306,Taric,Support,SUPPORT,B,45.82,3.11,0.5230,0.9564,0.0230,0.0048,2.78,13_15
